SECURITY_INNER_CODE,SECURITY_CODE,SECUCODE,TRADE_DATE,SECURITY_NAME_ABBR,SUPERDEAL_INFLOW,SUPERDEAL_OUTFLOW,PRIME_INFLOW,CLOSE_PRICE,CHANGE_RATE,TRADE_MARKET_CODE,TURNOVERRATE,PRIME_COST,PE_DYNAMIC,PRIME_COST_20DAYS,PRIME_COST_60DAYS,ORG_PARTICIPATE,PARTICIPATE_TYPE,BIGDEAL_INFLOW,BIGDEAL_OUTFLOW,BUY_SUPERDEAL_RATIO,BUY_BIGDEAL_RATIO,RATIO,RATIO_3DAYS,RATIO_50DAYS,TOTALSCORE,RANK_UP,RANK,FOCUS,SECURITY_TYPE_CODE
1000001536,000001,000001.SZ,2025-02-11 00:00:00,平安银行,239959789,315472896,-113602677,11.36,-0.53,069001002001,0.24,11.413176487359,4.16,11.386553426465,11.566050076416,0.5154672,3,235469086,273558656,0.249,0.2443,0.4933,0.5511,0.517436,64.62768877,-580,1801,84.4,058001001
1000001543,000002,000002.SZ,2025-02-11 00:00:00,万  科Ａ,169888512,306172800,-122578976,7.18,-0.83,069001002001,0.97,7.30815058649,-3.58,7.107086466928,7.829445366843,0.4218872,3,341229840,327524528,0.1339,0.2689,0.4028,0.448466666667,0.429736,59.80903195,-531,3203,85.6,058001001
1000001641,000004,000004.SZ,2025-02-11 00:00:00,国华网安,9716616,11360824,-17172820,13.93,1.68,069001002001,9.41,14.024268089957,-38.6,12.436477389145,16.189031390003,0.1958276,1,57557066,73085678,0.0256,0.1518,0.1774,0.240333333333,0.175138,55.90100196,2444,4184,88.8,058001001
1000009567,000006,000006.SZ,2025-02-11 00:00:00,深振业Ａ,14924628,43910538,-39213429,6.98,-0.85,069001002001,1.31,7.112066978795,-13.5,7.058841887081,8.237850854624,0.3213592,2,47935165,58162684,0.0691,0.2219,0.291,0.352333333333,0.350796,52.31644788,1458,4801,75.2,058001001
1000001643,000007,000007.SZ,2025-02-11 00:00:00,全新好,2023400,9163634,-9877004,6.69,-0.59,069001002001,1.24,6.751774574207,547.31,6.987252392439,7.163707286914,0.2020056,1,7210096,9946866,0.045,0.1605,0.2055,0.192133333333,0.208078,56.89616814,212,3960,64,058001001
1000001644,000008,000008.SZ,2025-02-11 00:00:00,神州高铁,8989417,8691137,-15317240,2.74,-0.36,069001002001,1.16,2.746618177587,-31.04,2.662583521521,3.039069526069,0.2702648,2,31365899,46981419,0.0533,0.1861,0.2394,0.298733333333,0.304724,50.42316536,164,4982,70,058001001
1000001645,000009,000009.SZ,2025-02-11 00:00:00,中国宝安,12482555,16437537,-20658976,8.78,4.28,069001002001,1.34,8.411521892605,44.07,8.552423179848,9.64019855532,0.2632464,2,37699200,54403194,0.0648,0.1957,0.2605,0.280833333333,0.243732,61.43163972,-663,2717,76,058001001
1000001647,000010,000010.SZ,2025-02-11 00:00:00,美丽生态,1856610,1112496,-7774388,2.89,-1.37,069001002001,1.8,2.937719633422,-41.93,2.930370190523,3.004992997761,0.1955988,1,6561269,15079771,0.0377,0.1333,0.171,0.209133333333,0.236794,46.86497415,84,5115,67.2,058001001
1000001648,000011,000011.SZ,2025-02-11 00:00:00,深物业A,0,1670000,-3944014,8.27,-0.96,069001002001,0.34,8.358369161194,1032.27,8.321616446529,9.503622755867,0.1507848,1,3513996,5788010,0,0.1302,0.1302,0.158333333333,0.190924,57.18717401,-130,3887,70.4,058001001
1000001657,000012,000012.SZ,2025-02-11 00:00:00,南  玻Ａ,0,3928500,-1875257,4.98,-0.6,069001002001,0.34,5.001552548096,14.58,4.990070975608,5.382245096406,0.2153508,1,11164717,9111474,0,0.2071,0.2071,0.2213,0.227054,66.21802891,541,1395,76,058001001
1000000090,000014,000014.SZ,2025-02-11 00:00:00,沙河股份,1866763,7546759,-7474293,10.32,-1.24,069001002001,1.04,10.481052836813,39.96,10.23792282536,11.748345323634,0.2617696,2,16628510,18422807,0.0284,0.2531,0.2815,0.2534,0.224998,60.33455469,1998,3059,71.2,058001001
1000009568,000016,000016.SZ,2025-02-11 00:00:00,深康佳Ａ,45710771,48572753,-30071153,5.05,3.27,069001002001,4.89,4.956913490654,-5.68,5.612189998067,5.820737264863,0.268251,2,100031461,127240632,0.0841,0.1841,0.2682,0.290433333333,0.235105,52.73778897,926,4734,84.8,058001001
1000000096,000017,000017.SZ,2025-02-11 00:00:00,深中华A,3345563,0,12601910,5.98,-1.32,069001002001,4.38,6.036905315355,416.46,5.873200877639,6.610966354699,0.2241496,1,32906493,23650146,0.023,0.2263,0.2493,0.199,0.198998,72.22266274,-2056,413,72,058001001
1000000100,000019,000019.SZ,2025-02-11 00:00:00,深粮控股,0,1320366,-3204272,6.54,-1.06,069001002001,0.58,6.623375734931,23.12,6.347530300626,6.781439091021,0.0943164,0,1428433,3312339,0,0.0505,0.0505,0.135833333333,0.141582,61.42343509,302,2720,72.4,058001001
1000000101,000020,000020.SZ,2025-02-11 00:00:00,深华发Ａ,0,2537064,-3332523,13.2,-1.12,069001002001,0.82,13.362286861371,196.82,12.744135836517,13.743408111759,0.1112872,1,3579079,4374538,0,0.1054,0.1054,0.108533333333,0.130136,58.92081723,-18,3433,72.4,058001001
1000000103,000021,000021.SZ,2025-02-11 00:00:00,深科技,153473935,234348458,-66980875,20.18,0.4,069001002001,1.68,20.184308404641,35.71,19.254688081588,20.063119053892,0.4028584,3,289036960,275143312,0.1417,0.267,0.4087,0.4302,0.347242,67.67518866,906,1072,88.8,058001001
1000009570,000025,000025.SZ,2025-02-11 00:00:00,特  力Ａ,4991339,8226588,10157816,16.83,-0.3,069001002001,1.29,16.967871156072,50.34,16.064201127221,17.848550963236,0.2252276,1,58397611,45004546,0.0194,0.2273,0.2467,0.2226,0.175488,70.57710476,-2366,625,74.8,058001001
1000000199,000026,000026.SZ,2025-02-11 00:00:00,飞亚达,0,0,-3111585,10.39,-0.95,069001002001,0.96,10.45071956096,16.0,9.91753430026,10.585568272646,0.2507988,2,14032364,17143949,0,0.2365,0.2365,0.300066666667,0.212644,63.95477616,1218,1997,70,058001001
1000000200,000027,000027.SZ,2025-02-11 00:00:00,深圳能源,1540700,0,2485557,6.21,-0.48,069001002001,0.11,6.212925110588,10.42,6.142389434927,6.559780768863,0.2692136,2,16445943,15501086,0.0215,0.2295,0.251,0.304666666667,0.261568,63.82331411,-1166,2036,76.8,058001001
1000000205,000028,000028.SZ,2025-02-11 00:00:00,国药一致,1035144,3614128,-7430157,26.07,-0.61,069001002001,0.29,26.177521954103,10.21,26.095191919748,29.163711393504,0.2089272,1,14321579,19172752,0.0116,0.1609,0.1725,0.249766666667,0.238736,67.6789833,-520,1070,73.2,058001001
1000000207,000029,000029.SZ,2025-02-11 00:00:00,深深房Ａ,1041533,1067520,2427613,14.81,-2.89,069001002001,0.4,15.370126137365,2239.05,14.489932965942,15.712732589552,0.2244016,1,35715456,33261856,0.0059,0.2013,0.2072,0.282733333333,0.179908,60.45855093,601,3024,80.8,058001001
1000000210,000030,000030.SZ,2025-02-11 00:00:00,富奥股份,5988169,10191000,378109,5.5,1.29,069001002001,0.75,5.38856711051,16.18,5.109009857668,5.327453338913,0.2827176,2,16827390,12246450,0.0808,0.227,0.3078,0.309866666667,0.179288,70.53387104,-1970,630,72,058001001
1000000213,000031,000031.SZ,2025-02-11 00:00:00,大悦城,2069471,0,-3738150,2.72,-0.37,069001002001,0.21,2.744198895809,-14.9,2.779472478549,3.348857952835,0.1663728,1,4714439,10522060,0.0407,0.0927,0.1334,0.171233333333,0.241514,56.89858738,423,3959,73.2,058001001
1000000214,000032,000032.SZ,2025-02-11 00:00:00,深桑达Ａ,304504432,447363600,-109569152,20.5,1.03,069001002001,6.38,20.481277083202,-138.18,18.076663085274,18.897116070499,0.409726,3,577693744,544403728,0.145,0.275,0.42,0.479033333333,0.28008,69.98819084,679,700,91.6,058001001
1000009572,000034,000034.SZ,2025-02-11 00:00:00,神州数码,1246860272,2145577616,-1128651936,44.71,2.31,069001002001,15.73,44.766143041482,25.13,37.908528886392,36.344184536853,0.4675316,3,2019013312,2248947904,0.1695,0.2745,0.444,0.5845,0.350908,75.84779825,146,147,95.6,058001001
1000000216,000035,000035.SZ,2025-02-11 00:00:00,中国天楹,5268117,11503575,-12956075,4.49,-0.66,069001002001,0.6,4.513009589016,23.17,4.548000174047,5.091378473177,0.304292,2,36486326,43206943,0.0387,0.2682,0.3069,0.329266666667,0.26031,61.18468178,-503,2804,71.2,058001001
1000000217,000036,000036.SZ,2025-02-11 00:00:00,华联控股,10498904,22332292,-11414582,4.0,-2.2,069001002001,0.83,4.075057221548,118.85,3.975830041799,4.899081141639,0.3277512,2,29295212,28876406,0.0911,0.2541,0.3452,0.323466666667,0.290556,58.73013105,-597,3476,68.4,058001001
1000000218,000037,000037.SZ,2025-02-11 00:00:00,深南电A,1170000,4491957,-5389128,7.82,0.13,069001002001,1.03,7.829221237663,-77.48,7.669416882093,8.868217683726,0.1858544,1,6347114,8414285,0.0269,0.146,0.1729,0.206266666667,0.187622,51.29621236,-46,4921,72.4,058001001
1000000309,000039,000039.SZ,2025-02-11 00:00:00,中集集团,21237722,21101308,-2391138,8.19,0.61,069001002001,1.15,8.164050569227,18.12,7.831325142258,8.058500100857,0.2506812,2,66915865,69443417,0.0626,0.1974,0.26,0.2531,0.223756,70.76383622,176,601,82,058001001
1000000312,000040,000040.SZ,2025-02-11 00:00:00,ST旭蓝,0,0,0,-,-,069001002005,0.0,0.86,-7.32,1.378844370694,1.415578948142,0.1514604,1,0,0,0,0,0,0.285466666667,0.329102,44.97799891,-2,5128,67.6,058001001
1000001790,000042,000042.SZ,2025-02-11 00:00:00,中洲控股,5883384,2456811,-293241,6.04,6.71,069001002001,3.07,5.645537430645,-5.81,4.7693315563,5.08027459795,0.2817872,2,21117981,24837795,0.0518,0.1858,0.2376,0.381166666667,0.243186,64.11794203,125,1942,76.8,058001001
1000008543,000045,000045.SZ,2025-02-11 00:00:00,深纺织Ａ,1091000,0,-1005186,10.87,-0.37,069001002001,0.69,10.903109307892,52.34,10.425260566329,11.470803442967,0.2107684,1,10788719,12884905,0.0182,0.1799,0.1981,0.2373,0.202642,61.89192169,1316,2578,68,058001001
1000001795,000048,000048.SZ,2025-02-11 00:00:00,京基智农,3077544,3076862,-14272932,15.19,-0.72,069001002001,0.44,15.391227739867,10.04,16.380447341411,17.216758704121,0.1666168,1,10857602,25131216,0.0347,0.1224,0.1571,0.1624,0.196734,65.06757062,-108,1689,68.4,058001001
1000001796,000049,000049.SZ,2025-02-11 00:00:00,德赛电池,1500703,0,4466944,23.74,0.0,069001002001,0.61,23.63342885534,30.97,22.883139422222,24.740576631612,0.1732376,1,14231800,11265559,0.0164,0.1553,0.1717,0.1687,0.183888,66.76123109,-1395,1282,77.2,058001001
1000001797,000050,000050.SZ,2025-02-11 00:00:00,深天马Ａ,5961823,7268313,4808797,9.0,-0.66,069001002001,0.25,9.024248729016,-35.1,8.763215349448,9.194854444393,0.2359876,1,26745954,20630667,0.0448,0.201,0.2458,0.2109,0.249088,63.6454604,-1104,2085,77.2,058001001
1000001800,000055,000055.SZ,2025-02-11 00:00:00,方大集团,931846,1112139,3351802,4.11,-0.96,069001002001,0.79,4.149980164982,22.11,4.072091361427,4.14746545978,0.2663372,2,10168247,6636152,0.0232,0.2531,0.2763,0.281766666667,0.218286,65.79017139,-295,1488,76,058001001
1000001850,000056,000056.SZ,2025-02-11 00:00:00,皇庭国际,121737465,92619710,63246619,3.36,-0.88,069001002001,12.36,3.290372628303,-11.66,2.796149648523,3.209706884325,0.4144368,3,169663685,135534821,0.1914,0.2667,0.4581,0.4149,0.304584,67.45295556,-478,1129,82.4,058001001
1000001854,000058,000058.SZ,2025-02-11 00:00:00,深 赛 格,0,1150463,-2167635,8.2,0.49,069001002001,0.55,8.17048200139,198.6,7.785174633989,9.087839723636,0.218004,1,18053303,19070475,0,0.2047,0.2047,0.231566666667,0.23092,56.29676502,1607,4103,71.6,058001001
1000001856,000059,000059.SZ,2025-02-11 00:00:00,华锦股份,8327149,10527141,-897807,4.87,2.74,069001002001,1.0,4.710442214736,-3.09,4.477316689164,5.081357813322,0.2242276,1,11213695,9911510,0.0968,0.1304,0.2272,0.219433333333,0.223988,56.0965976,1252,4149,74.4,058001001
1000001857,000060,000060.SZ,2025-02-11 00:00:00,中金岭南,12647365,16329348,-1978653,4.74,-1.46,069001002001,0.65,4.811930220775,16.62,4.713647194538,4.865365392038,0.3393972,2,56900771,55197441,0.0633,0.2847,0.348,0.345966666667,0.308036,63.79636296,579,2045,75.2,058001001
1000001858,000061,000061.SZ,2025-02-11 00:00:00,农 产 品,0,0,8895983,6.93,-1.0,069001002001,0.29,7.029953371012,28.15,6.626926966177,7.121616725317,0.2427888,1,16599485,7703502,0,0.2566,0.2566,0.252566666667,0.193594,70.01990526,45,693,72.8,058001001
1000001859,000062,000062.SZ,2025-02-11 00:00:00,深圳华强,109109058,145244200,-47113926,25.06,0.8,069001002001,3.13,25.229444834223,73.83,22.433961377975,26.632624612788,0.2984136,2,444234384,455213168,0.0568,0.2313,0.2881,0.3585,0.234068,66.44578038,922,1346,88,058001001
1000001860,000063,000063.SZ,2025-02-11 00:00:00,中兴通讯,1686630736,1713039664,-515466992,40.76,-2.09,069001002001,3.39,41.751082528927,18.5,40.467494778263,37.598230232886,0.5353964,3,1819522048,2308580112,0.2539,0.2739,0.5278,0.536,0.553482,70.01082946,226,696,90.4,058001001
1000001914,000065,000065.SZ,2025-02-11 00:00:00,北方国际,0,3529886,-1529844,9.77,-0.2,069001002001,0.43,9.769767935585,9.91,9.511673719238,10.644542051229,0.2560556,2,17578926,15578884,0,0.2661,0.2661,0.260733333333,0.223928,66.14468861,-683,1408,76.8,058001001
1000001915,000066,000066.SZ,2025-02-11 00:00:00,中国长城,250015738,493852704,-353842262,15.64,1.82,069001002001,3.77,15.498767842853,-55.03,14.17909311878,17.564713284848,0.3193032,2,776885904,886891200,0.0712,0.2213,0.2925,0.359233333333,0.326416,63.49312317,1779,2122,86.8,058001001
1000001916,000068,000068.SZ,2025-02-11 00:00:00,华控赛格,1050318,2326573,-8273972,3.54,0.28,069001002001,0.71,3.541604762738,-35.59,3.355769612294,3.811203898761,0.229028,1,10901430,17899147,0.0182,0.1894,0.2076,0.2594,0.23704,57.57359313,2090,3790,68,058001001
1000001917,000069,000069.SZ,2025-02-11 00:00:00,华侨城Ａ,3710000,17530906,-5636867,2.45,-0.81,069001002001,0.28,2.477163295715,-6.28,2.499934505044,2.897076181949,0.2860908,2,23344151,15160112,0.0344,0.2167,0.2511,0.298866666667,0.354404,55.36836114,194,4292,73.6,058001001
1000001918,000070,000070.SZ,2025-02-11 00:00:00,ST特信,3711608,1180000,4397562,6.01,2.74,069001002005,1.42,5.851689687305,917.35,5.583859436568,5.819925195001,0.358146,2,17892258,16026304,0.063,0.3039,0.3669,0.3578,0.33678,60.57825944,95,2983,74,058001001
1000001919,000078,000078.SZ,2025-02-11 00:00:00,海王生物,2440200,2556234,158004,2.49,-0.4,069001002001,0.36,2.493692883756,106.32,2.450562059834,2.798235110489,0.2837264,2,10932989,10658951,0.0548,0.2457,0.3005,0.260633333333,0.276432,57.937115,-297,3702,74,058001001
1000001920,000088,000088.SZ,2025-02-11 00:00:00,盐 田 港,1431578,0,-587047,4.71,-0.84,069001002001,0.18,4.73615578825,18.29,4.688907119295,4.95705088024,0.1830912,1,4514799,6533424,0.0445,0.1402,0.1847,0.174766666667,0.191556,65.21506011,434,1638,70,058001001
1000001921,000089,000089.SZ,2025-02-11 00:00:00,深圳机场,6511724,0,5706875,6.85,-0.15,069001002001,0.34,6.847716018304,32.23,6.858281675024,6.973329720155,0.300652,2,14289633,15094482,0.1064,0.2335,0.3399,0.293933333333,0.21261,66.60128739,-664,1311,74.4,058001001
1000001922,000090,000090.SZ,2025-02-11 00:00:00,天健集团,0,894675,160077,3.92,-0.51,069001002001,0.5,3.952637219178,16.72,3.931486857865,4.277058467136,0.1866156,1,10006642,8951890,0,0.1705,0.1705,0.191066666667,0.220228,68.04620329,-1318,1002,69.2,058001001
1000001923,000096,000096.SZ,2025-02-11 00:00:00,广聚能源,1208000,0,1621849,12.23,-0.24,069001002001,0.82,12.186773767292,72.38,11.835904264718,12.332811762851,0.633066,3,60589695,60175846,0.0131,0.6557,0.6688,0.608766666667,0.58018,64.73890566,-1117,1766,67.6,058001001
1000001924,000099,000099.SZ,2025-02-11 00:00:00,中信海直,103896308,125168904,20482364,26.39,3.33,069001002001,4.39,25.53333230946,78.78,23.973607698185,27.338946519835,0.3416072,2,369007184,327252224,0.0793,0.2818,0.3611,0.329166666667,0.311536,67.97613613,-1921,1017,78,058001001
1000002254,000100,000100.SZ,2025-02-11 00:00:00,TCL科技,257005001,437501472,-317697223,4.89,-1.41,069001002001,1.09,4.99406339204,45.15,5.010792867511,4.979682978913,0.4402796,3,396209408,533410160,0.1589,0.2449,0.4038,0.470166666667,0.486648,65.34594134,-16,1596,73.2,058001001
1000001925,000151,000151.SZ,2025-02-11 00:00:00,中成股份,1224080,3226340,-9873690,13.81,-0.43,069001002001,0.8,13.929904905465,-24.46,13.519458911526,15.680246776873,0.2271288,1,12476822,20348252,0.0169,0.1719,0.1888,0.258333333333,0.276144,52.2942358,430,4805,73.6,058001001
1000001927,000153,000153.SZ,2025-02-11 00:00:00,丰原药业,3552020,10641792,-4244987,6.13,-0.33,069001002001,0.82,6.142208030826,14.51,5.986475143424,6.381267343902,0.2562572,2,9002328,6157543,0.0833,0.211,0.2943,0.2581,0.158386,57.28555279,-180,3866,70.8,058001001
1000001928,000155,000155.SZ,2025-02-11 00:00:00,川能动力,3392247,43957221,-44167466,10.92,-0.73,069001002001,0.55,11.052862794812,24.01,10.970756858412,11.863991567174,0.2959364,2,60442264,64044756,0.0143,0.2539,0.2682,0.326366666667,0.319632,62.0651605,1145,2528,74,058001001
1000001929,000156,000156.SZ,2025-02-11 00:00:00,华数传媒,225965371,130717936,71665418,9.32,10.04,069001002001,4.47,8.243732535312,36.82,7.344508645726,7.642824543265,0.4280884,3,147881455,171463472,0.3302,0.2161,0.5463,0.370833333333,0.218442,71.32918409,-897,520,76,058001001
1000001930,000157,000157.SZ,2025-02-11 00:00:00,中联重科,21132485,25347135,-20690744,7.03,-0.85,069001002001,0.41,7.097794291639,14.58,7.081167178436,7.094549462077,0.3220464,2,68945344,85421438,0.0707,0.2305,0.3012,0.358733333333,0.319132,66.31003755,724,1375,85.2,058001001
1000001985,000158,000158.SZ,2025-02-11 00:00:00,常山北明,1061858272,2126568768,-1212155728,26.57,10.02,069001002001,20.51,25.13099946234,-111.96,20.955686746253,24.436026408245,0.3681604,2,2222427728,2369872960,0.107,0.224,0.331,0.4462,0.344002,61.47797361,1656,2698,95.6,058001001
1000001986,000159,000159.SZ,2025-02-11 00:00:00,国际实业,6787325,19525913,-5195220,5.6,-1.06,069001002001,1.42,5.657160675287,-4.47,5.441441165513,7.239908963806,0.2987824,2,19601537,12058169,0.0832,0.2402,0.3234,0.260133333333,0.295212,52.22041819,1183,4817,71.2,058001001
1000420071,000166,000166.SZ,2025-02-11 00:00:00,申万宏源,34115117,46279819,-7210531,5.11,-0.39,069001002001,0.13,5.123294912405,24.93,5.054618827722,5.356815570155,0.4012064,3,88077742,83123571,0.1154,0.298,0.4134,0.396533333333,0.377732,63.35631683,-676,2163,76.4,058001001
1000001991,000301,000301.SZ,2025-02-11 00:00:00,东方盛虹,2131308,3342027,2289682,8.79,-0.57,069001002001,0.1,8.814797815336,-30.71,8.542120295583,9.04984348173,0.2100924,1,22229722,18729321,0.0188,0.1964,0.2152,0.197833333333,0.215712,63.2467498,-1789,2195,73.2,058001001
1000240855,000333,000333.SZ,2025-02-11 00:00:00,美的集团,271522816,343667856,-38144048,73.02,-0.92,069001002001,0.18,73.24970992593,13.23,74.390501975508,73.503062618376,0.4437632,3,695745392,661744400,0.1234,0.3161,0.4395,0.47,0.415066,72.75185497,196,352,86.8,058001001
1000010157,000338,000338.SZ,2025-02-11 00:00:00,潍柴动力,350910448,268521456,113735632,14.56,1.11,069001002001,1.68,14.431848478053,11.34,14.312469042423,13.941508909077,0.4546308,3,674741888,643395248,0.1632,0.3138,0.477,0.4507,0.404604,75.64388915,-608,157,80,058001001
1000002049,000400,000400.SZ,2025-02-11 00:00:00,许继电气,27864528,67923428,-42132677,25.5,1.43,069001002001,1.28,25.021378220679,21.78,25.771505359448,27.228164558815,0.289848,2,91679674,93753451,0.065,0.2138,0.2788,0.3062,0.29294,68.16367534,-780,984,78,058001001
1000002050,000401,000401.SZ,2025-02-11 00:00:00,冀东水泥,0,0,6925851,4.9,-1.21,069001002001,0.35,4.93359156714,-32.92,4.959764561645,5.466472333033,0.1550888,1,10666973,3741122,0,0.174,0.174,0.131833333333,0.142694,60.27602419,-1151,3072,74.8,058001001
1000002051,000402,000402.SZ,2025-02-11 00:00:00,金 融 街,4510721,12896595,-3025330,3.07,-0.97,069001002001,0.6,3.115725785992,-2.63,3.136462800876,3.767734568182,0.3218252,2,27442022,22081478,0.0438,0.2664,0.3102,0.305166666667,0.375876,51.39986833,146,4911,69.2,058001001
1000002052,000403,000403.SZ,2025-02-11 00:00:00,派林生物,4399601,14878438,-7309251,21.28,-0.88,069001002001,0.43,21.521117599092,21.5,21.29297326434,21.666707337295,0.3108516,2,27573332,24403746,0.0448,0.2809,0.3257,0.315133333333,0.267308,69.20478119,-154,799,70,058001001
1000002053,000404,000404.SZ,2025-02-11 00:00:00,长虹华意,2036229,2942000,-7459881,7.25,-1.09,069001002001,0.98,7.340500672898,10.07,7.20778950419,7.389247534978,0.1787048,1,10400146,16954256,0.027,0.1379,0.1649,0.1901,0.196124,64.11511424,637,1944,70.8,058001001
1000002104,000407,000407.SZ,2025-02-11 00:00:00,胜利股份,0,0,-4763700,3.3,-0.9,069001002001,0.56,3.311965646713,19.85,3.236670206067,3.461121939333,0.1264344,1,1736588,6500288,0,0.0623,0.0623,0.193333333333,0.186422,57.97671998,1571,3690,66,058001001
1000002105,000408,000408.SZ,2025-02-11 00:00:00,藏格矿业,31417663,18369189,-7201617,32.17,0.97,069001002001,0.36,32.041277317009,20.41,30.388023239641,29.582086684543,0.302221090909,2,53902413,74152504,0.1107,0.1898,0.3005,0.309233333333,0.296005454545,70.00663853,-99,697,81.6,058001001
1000002106,000409,000409.SZ,2025-02-11 00:00:00,云鼎科技,29648164,25024317,-23223790,9.93,-0.2,069001002001,2.88,9.998577175209,62.52,9.404050027853,9.919849593005,0.2696532,2,43968874,71816511,0.1093,0.162,0.2713,0.277433333333,0.253866,66.56841469,1224,1322,80,058001001
1000002107,000410,000410.SZ,2025-02-11 00:00:00,沈阳机床,5072740,9680896,-14579611,6.74,-0.3,069001002001,0.4,6.776949465379,-84.68,6.736042971927,7.381952963795,0.2775348,2,18544165,28515620,0.0595,0.2176,0.2771,0.2827,0.270874,50.07890372,-52,5008,74,058001001
1000002108,000411,000411.SZ,2025-02-11 00:00:00,英特集团,0,0,178504,10.76,0.19,069001002001,0.6,10.691489440963,11.87,10.329161218863,11.080360369286,0.2133696,1,7223643,7045139,0,0.2063,0.2063,0.246,0.182098,68.22907385,-1269,973,71.6,058001001
1000002113,000415,000415.SZ,2025-02-11 00:00:00,渤海租赁,29557432,44556431,-22382512,3.59,0.28,069001002001,0.97,3.575409653572,10.47,3.529031368262,4.145785000512,0.306678,2,63720835,71104348,0.0926,0.1997,0.2923,0.315033333333,0.33009,61.7655962,102,2605,69.6,058001001
1000008890,000417,000417.SZ,2025-02-11 00:00:00,合百集团,1981000,2604284,-9845550,5.65,-1.05,069001002001,1.33,5.691767850059,15.83,5.613579581572,6.113369025966,0.2173236,1,10536437,19758703,0.0242,0.1288,0.153,0.2628,0.309918,63.35053625,1074,2167,68.8,058001001
1000002117,000419,000419.SZ,2025-02-11 00:00:00,通程控股,12753405,13953948,8448941,5.84,-0.85,069001002001,2.65,5.918997278197,16.29,5.671250916771,5.890906516186,0.2526836,2,56384493,46735009,0.0437,0.1932,0.2369,0.305366666667,0.213118,68.53689736,644,916,82.4,058001001
1000002118,000420,000420.SZ,2025-02-11 00:00:00,吉林化纤,1620048,23308871,-17546805,3.58,0.56,069001002001,0.99,3.529393671323,106.34,3.445845193481,3.888016982887,0.2517644,2,34873887,30731869,0.0108,0.2327,0.2435,0.250566666667,0.274222,53.64966046,716,4599,68.8,058001001
1000002119,000421,000421.SZ,2025-02-11 00:00:00,南京公用,0,4891311,-11672316,6.2,-0.64,069001002001,1.76,6.254843371999,-185.82,6.823167971757,6.786785042516,0.218470333333,1,25045782,31826787,0,0.212,0.212,0.223066666667,0.227751666667,50.85488455,166,4954,77.6,058001001
1000001762,000422,000422.SZ,2025-02-11 00:00:00,湖北宜化,11154671,14990482,-3449253,12.04,-0.17,069001002001,0.89,11.944619696325,12.89,11.927236648266,13.541607828942,0.2638788,2,41488824,41102266,0.0552,0.2054,0.2606,0.263166666667,0.273144,60.49207327,646,3015,73.6,058001001
1000001763,000423,000423.SZ,2025-02-11 00:00:00,东阿阿胶,10420870,16477578,-13459815,58.74,0.65,069001002001,0.39,58.468780100056,24.63,60.775743721333,60.078990644337,0.2170888,1,37951650,45354757,0.0464,0.1689,0.2153,0.217733333333,0.220594,69.16367047,255,806,79.6,058001001
1000001764,000425,000425.SZ,2025-02-11 00:00:00,徐工机械,43883869,40108566,-6845418,7.94,0.89,069001002001,0.6,7.842483428729,13.25,7.519880183991,7.810129455753,0.3359628,2,76729864,87350585,0.1189,0.2079,0.3268,0.365466666667,0.314614,68.97026097,540,841,83.2,058001001
1000001817,000426,000426.SZ,2025-02-11 00:00:00,兴业银锡,35461507,84988964,-41644262,12.68,-1.48,069001002001,1.05,12.954719641548,12.99,12.387324447978,12.69810277418,0.375922,2,91812720,83929525,0.1062,0.2751,0.3813,0.385,0.34886,70.16910082,-49,671,78,058001001
1000001834,000428,000428.SZ,2025-02-11 00:00:00,华天酒店,0,4123653,-5578875,3.19,-1.85,069001002001,1.21,3.22715607463,-21.85,3.089701020457,3.464525521097,0.1875148,1,6548121,8003343,0,0.1345,0.1345,0.2392,0.242524,53.99673592,1512,4549,72.4,058001001
1000008895,000429,000429.SZ,2025-02-11 00:00:00,粤高速Ａ,20339212,7077292,-24849038,12.42,-1.66,069001002001,0.64,12.509409277778,16.62,13.074272266404,12.609373089703,0.1825564,1,37947979,76058937,0.0728,0.1359,0.2087,0.1569,0.155682,66.85010104,-498,1269,69.6,058001001
1000004062,000430,000430.SZ,2025-02-11 00:00:00,张家界,0,3155447,-9732189,6.72,-0.3,069001002001,1.78,6.727280426226,-31.52,6.923988904729,6.985631818224,0.2180428,1,16281148,22857890,0,0.1829,0.1829,0.261566666667,0.240614,53.24589454,1533,4667,76.8,058001001
1000004063,000488,000488.SZ,2025-02-11 00:00:00,晨鸣纸业,3076779,1703396,-7948910,2.56,-0.78,069001002001,1.06,2.583342321303,-7.95,2.678136905074,3.156211900764,0.2295552,1,15924920,25247213,0.0328,0.1698,0.2026,0.245266666667,0.273376,49.46729074,8,5044,78,058001001
1000004065,000498,000498.SZ,2025-02-11 00:00:00,山东路桥,0,4298926,1243865,5.68,-0.53,069001002001,0.34,5.687598327362,4.57,5.635975565102,6.123227681522,0.256154,2,14778934,9236143,0,0.2593,0.2593,0.268566666667,0.22967,66.68376559,-570,1299,72.8,058001001
1000004066,000501,000501.SZ,2025-02-11 00:00:00,武商集团,4951518,2291375,-10336047,8.53,-0.47,069001002001,0.89,8.591686094641,39.63,8.579212287873,9.719694994453,0.2680392,2,23839578,36835768,0.0442,0.213,0.2572,0.2634,0.302096,58.79582657,317,3462,71.6,058001001
